DateTime,Season,No.Customers,Average.age.of.customers,Tips.in.EUR,No.times.door.opened,Outside.temperatur.in.Celsius,Restaurant.temperature.in.Celsius,No.meals,No.drinks,Gas.consumption.in.kwh,Water.comsumption.in.liter,Electricity.consumption.in.kwh,No.transactions.with.card,No.transactions.with.cash,Total.revenue.in.EUR,Meal.revenue.in.EUR,Drink.revenue.in.EUR
09/02/2000 17:00,Winter,9,25,35.46,8,3.6,21.7,43,76,141.42,69.87,319.72,6,3,701.85,305.83,396.01
09/02/2000 18:00,Winter,16,40,56,16,3.1,21.3,63,71,176.45,63.75,359.34,9,7,467.04,291.08,175.96
09/02/2000 19:00,Winter,26,40,115.7,28,2.5,20.9,129,137,253.81,111.41,412.73,10,16,1289.12,782.55,506.57
09/02/2000 20:00,Winter,18,41,70.2,22,1.8,21.2,118,118,244.58,141.88,409.55,9,9,1504.49,1084.62,419.87
09/02/2000 21:00,Winter,21,28,46.62,22,1,21.1,63,134,174.8,61.73,365.47,15,6,1302.58,654.18,648.4
09/02/2000 22:00,Winter,6,30,21.36,6,0.2,21.7,15,41,82.95,19.33,276.54,3,3,363.05,157.26,205.79
09/02/2000 23:00,Winter,3,25,13.05,10,-0.5,21.9,18,13,91.85,49.76,309.33,3,0,223.51,163.41,60.1
10/02/2000 10:00,Winter,19,50,107.73,26,-0.7,21.2,148,34,273.34,137.59,453.95,7,12,1689.67,1517.67,172
10/02/2000 11:00,Winter,38,49,211.28,40,0.1,20.4,171,114,291.26,150.97,449.59,12,26,2084.59,1535.34,549.25
10/02/2000 12:00,Winter,23,50,156.4,30,0.7,21,74,109,189.52,95.35,387.51,12,11,1751.16,1228.54,522.61
10/02/2000 13:00,Winter,21,51,129.36,24,1.2,21.1,199,169,314.26,133.36,456.69,7,14,2591.91,1906.99,684.92
10/02/2000 14:00,Winter,12,26,36,22,1.5,21.5,60,34,174.94,82.62,363.87,6,6,577.79,378.27,199.52
10/02/2000 15:00,Winter,2,23,7.32,10,1.6,21.9,13,15,87.58,38.94,279.49,1,1,198.98,122.1,76.89
10/02/2000 16:00,Winter,2,26,5.32,4,1.5,21.9,14,15,84.08,44.51,305.33,1,1,185.37,132.92,52.46
10/02/2000 17:00,Winter,10,25,41.2,8,1.2,21.6,79,76,197.73,110.84,386.12,5,5,1097.25,820.38,276.87
10/02/2000 18:00,Winter,8,40,38.08,10,0.7,21.7,33,42,123.71,55.01,329.67,6,2,663.99,391.51,272.48
10/02/2000 19:00,Winter,22,41,96.36,18,0.1,21.1,102,72,219.62,105.2,416.46,13,9,1488.77,1048.72,440.04
10/02/2000 20:00,Winter,26,40,111.54,28,-0.7,20.9,188,130,305.28,155.76,472.99,14,12,2666.98,2149.08,517.9
10/02/2000 21:00,Winter,15,30,65.55,20,-1.4,21.4,63,123,172.78,50.89,403.38,10,5,1375.68,369.82,1005.87
10/02/2000 22:00,Winter,6,29,18.06,4,-2.2,21.7,18,14,99.76,39.37,348.77,2,4,251.72,211.41,40.31
10/02/2000 23:00,Winter,1,23,3.53,4,-2.9,22,6,8,39.81,26.83,301.63,0,1,97.42,69.76,27.66
11/02/2000 10:00,Winter,8,51,37.2,10,4.3,21.7,52,37,165.84,63.25,330.45,1,7,719.23,585.6,133.63
11/02/2000 11:00,Winter,28,50,132.72,24,5,20.8,159,133,282.81,133.24,399.05,5,23,2297.73,1819.99,477.75
11/02/2000 12:00,Winter,18,50,99.18,20,5.7,21.3,58,54,174,34.54,322.89,4,14,559.58,296.99,262.6
11/02/2000 13:00,Winter,10,48,47,14,6.1,21.7,81,33,199.65,73.33,339.35,2,8,701.1,587.57,113.53
11/02/2000 14:00,Winter,3,24,10.08,10,6.4,22,15,22,83.08,2.52,253.22,2,1,303.96,143.11,160.86
11/02/2000 15:00,Winter,5,22,20.45,4,6.5,21.9,28,21,115.16,69.95,279.58,5,0,345.42,290.12,55.3
11/02/2000 16:00,Winter,3,21,12.33,4,6.4,22,17,16,86.34,74.42,246.81,3,0,232.82,150.96,81.87
11/02/2000 17:00,Winter,5,26,18.95,6,6.1,21.9,28,34,120.4,7.85,272.68,4,1,529.86,389.18,140.68
11/02/2000 18:00,Winter,21,39,75.18,14,5.7,21.2,115,67,240.55,86.54,374.62,10,11,1172.11,837.63,334.48
11/02/2000 19:00,Winter,18,41,80.82,20,5,21.3,97,136,217.04,113.86,365.32,8,10,1510.93,752.69,758.24
11/02/2000 20:00,Winter,21,39,75.18,28,4.3,21.1,137,139,260.43,120.45,399.05,15,6,1426.48,1355.91,70.58
11/02/2000 21:00,Winter,17,29,45.56,20,3.5,21.3,70,26,187.33,91.83,356.47,9,8,1471.33,1299.07,172.26
11/02/2000 22:00,Winter,8,31,23.76,12,2.8,21.7,47,22,152.6,59.59,336.46,3,5,337.16,280.97,56.19
11/02/2000 23:00,Winter,2,22,7.88,6,2,21.9,12,10,78.24,10.7,293.04,0,2,115.69,86.84,28.84
12/02/2000 10:00,Winter,14,51,67.34,18,-0.9,21.4,40,101,140.98,20.23,366.66,3,11,821.4,434.56,386.84
12/02/2000 11:00,Winter,21,50,123.48,22,-0.2,21.1,95,88,214.64,94.46,414.22,4,17,1084.69,709.89,374.8
12/02/2000 12:00,Winter,19,49,89.87,16,0.4,21.2,128,75,259.09,135.14,431.28,3,16,2078.28,1736.15,342.13
12/02/2000 13:00,Winter,15,47,67.05,14,0.9,21.4,90,116,213.59,87.39,395.98,6,9,1496.3,904.89,591.4
12/02/2000 14:00,Winter,4,23,15.96,4,1.2,21.8,23,33,112.33,42.29,308.58,4,0,423.99,282.79,141.2
12/02/2000 15:00,Winter,0,NA,0,8,1.3,22,0,0,25.88,49.66,273.45,0,0,0,0,0
12/02/2000 16:00,Winter,4,27,11.6,10,1.2,21.8,22,18,108.7,26.19,315.85,3,1,433.52,340.18,93.33
12/02/2000 17:00,Winter,6,24,21.12,8,0.9,21.8,26,16,118.31,36.88,324.99,4,2,319.92,238.84,81.09
12/02/2000 18:00,Winter,17,40,86.19,28,0.4,21.3,95,64,219.65,76.03,409.75,7,10,1171.76,1021.54,150.21
12/02/2000 19:00,Winter,13,40,63.31,20,-0.2,21.4,77,66,193.84,104.16,405.02,4,9,1055.15,754.83,300.32
12/02/2000 20:00,Winter,26,39,139.1,26,-0.9,20.9,185,171,303.24,148.08,474.42,9,17,2371.78,1640.13,731.65
12/02/2000 21:00,Winter,15,31,56.55,14,-1.7,21.4,76,72,198.16,77.4,409.56,9,6,1476.53,1186.25,290.28
12/02/2000 22:00,Winter,8,31,34.56,10,-2.5,21.7,52,36,155.69,47.56,393.6,4,4,400.59,202.68,197.91
12/02/2000 23:00,Winter,2,22,7.1,4,-3.2,21.9,11,6,75.38,31.88,308.44,2,0,129.28,97.38,31.9
13/02/2000 10:00,Winter,12,50,46.56,12,2.2,21.5,78,58,199.05,97.65,376.76,4,8,637.1,445.43,191.67
13/02/2000 11:00,Winter,28,50,159.6,34,3,20.8,103,138,223.95,114.55,386.65,9,19,1577.13,851.48,725.66
13/02/2000 12:00,Winter,27,50,125.01,34,3.6,20.9,180,146,299.82,148.96,425.31,9,18,1331.69,778.72,552.97
13/02/2000 13:00,Winter,16,50,78.72,12,4.1,21.4,122,126,248.05,99.2,388.9,2,14,1634.32,1231.96,402.36
13/02/2000 14:00,Winter,5,25,19.05,2,4.4,21.8,26,23,111.16,8.32,305.04,4,1,298.78,275.4,23.38
13/02/2000 15:00,Winter,4,23,14.72,2,4.5,21.9,26,23,112.96,31.17,295.64,3,1,470.12,335.97,134.15
13/02/2000 16:00,Winter,2,26,6.8,2,4.4,22,9,13,67.01,47.75,266.91,2,0,185.68,93.93,91.75
13/02/2000 17:00,Winter,6,26,23.04,4,4.1,21.8,39,14,135.92,61.98,309.49,3,3,334.58,258.27,76.31
13/02/2000 18:00,Winter,16,39,72.8,22,3.6,21.3,71,84,188.93,72.32,355.23,7,9,861.53,453.56,407.97
13/02/2000 19:00,Winter,26,38,118.04,26,3,20.9,154,113,276.17,130.57,419.64,14,12,3152.62,2259.4,893.23
13/02/2000 20:00,Winter,17,40,62.22,20,2.2,21.3,116,64,240.49,89.94,406.16,10,7,665.47,303.98,361.49
13/02/2000 21:00,Winter,17,30,74.29,20,1.5,21.3,80,45,200.37,104.29,387.02,9,8,1168.54,909.36,259.17
13/02/2000 22:00,Winter,6,29,21.12,6,0.7,21.8,21,21,100,49.29,325.01,3,3,175.34,134.12,41.22
13/02/2000 23:00,Winter,0,NA,0,8,0,22,0,0,25.48,15.66,262.03,0,0,0,0,0
14/02/2000 10:00,Winter,11,47,54.12,12,2.3,21.5,57,76,162.5,89.52,353.44,4,7,780.29,481.37,298.92
14/02/2000 11:00,Winter,10,47,48.6,12,3.1,21.6,65,78,177.23,62.66,354,5,5,704.1,444.93,259.17
14/02/2000 12:00,Winter,19,48,94.81,16,3.7,21.2,117,140,237.72,94.39,381.11,9,10,1618.66,1225.9,392.76
14/02/2000 13:00,Winter,11,50,55.66,12,4.2,21.6,64,35,180.7,70.98,339.35,5,6,735.69,603.06,132.63
14/02/2000 14:00,Winter,4,26,16.76,4,4.5,21.9,25,11,119.53,69.87,278.88,2,2,373.48,324.41,49.07
14/02/2000 15:00,Winter,5,25,19.95,2,4.6,21.8,28,32,112.91,50.61,290.98,4,1,478.25,265.83,212.42
14/02/2000 16:00,Winter,1,24,3.1,4,4.5,22,7,2,51.03,20.23,247.28,1,0,95.33,81.91,13.42
14/02/2000 17:00,Winter,12,25,41.64,16,4.2,21.5,51,92,156.35,33.05,316.86,6,6,685.75,415.97,269.78
14/02/2000 18:00,Winter,10,40,39.4,16,3.7,21.6,46,76,150.76,89.03,330.54,4,6,621.77,343.47,278.3
14/02/2000 19:00,Winter,15,39,78.6,14,3.1,21.4,73,108,192.93,78.31,365.59,9,6,1335.75,738.59,597.17
14/02/2000 20:00,Winter,28,40,127.96,30,2.3,20.8,153,187,277.79,131.21,425.12,10,18,1612.94,1146.44,466.51
14/02/2000 21:00,Winter,10,28,31.1,12,1.6,21.6,57,75,171.65,70.58,360.71,6,4,1245.87,575.31,670.56
14/02/2000 22:00,Winter,8,26,31.68,8,0.8,21.7,32,58,125,53.2,341.47,6,2,721.83,311.61,410.22
14/02/2000 23:00,Winter,1,21,3.06,4,0.1,22,6,7,62.55,32,262.59,1,0,84.36,41.16,43.21
15/02/2000 10:00,Winter,16,49,88.96,16,0.7,21.3,111,108,234.5,112.48,414.49,5,11,1655.81,1162,493.8
15/02/2000 11:00,Winter,28,50,111.44,32,1.4,20.8,131,120,257.01,126.28,423.81,7,21,1289.36,680.21,609.14
15/02/2000 12:00,Winter,32,51,181.12,34,2,20.6,145,232,270.96,141.77,421.91,8,24,2051.93,1359.57,692.36
15/02/2000 13:00,Winter,18,51,93.6,16,2.5,21.2,66,80,180.84,62.83,370.35,3,15,763.64,518.56,245.07
15/02/2000 14:00,Winter,7,26,28,4,2.8,21.7,45,29,157.64,80.41,319.78,4,3,394.8,250.49,144.31
15/02/2000 15:00,Winter,2,27,7.96,6,2.9,21.9,13,8,78.42,35.78,290.15,2,0,196.98,151.97,45.01
15/02/2000 16:00,Winter,1,30,3.73,10,2.8,22,6,7,46.83,17.63,246.07,0,1,97.84,67.82,30.01
15/02/2000 17:00,Winter,4,25,16.12,8,2.5,21.9,25,32,109.49,49,297.42,4,0,429.9,282.14,147.75
15/02/2000 18:00,Winter,19,40,100.7,26,2,21.2,75,117,190.21,116.6,384.44,7,12,1171.58,712.64,458.94
15/02/2000 19:00,Winter,32,40,154.24,34,1.4,20.6,153,203,272.82,149.61,435.96,13,19,2306.88,1609.29,697.6
15/02/2000 20:00,Winter,30,40,134.7,34,0.7,20.7,178,89,298.62,129.17,454.14,17,13,2889.34,2404.49,484.85
15/02/2000 21:00,Winter,16,31,62.72,16,-0.1,21.3,92,98,214.86,74.11,413.06,12,4,1764.38,1334.73,429.66
15/02/2000 22:00,Winter,9,30,41.58,14,-0.9,21.6,46,39,156.79,55.55,375.95,4,5,535.35,375.66,159.69
15/02/2000 23:00,Winter,3,24,13.47,2,-1.6,21.9,14,10,76.73,17.15,298.21,3,0,161.49,119.89,41.6
16/02/2000 10:00,Winter,16,51,68,20,0.2,21.3,85,132,200.57,95.07,410.22,5,11,1213.47,670.19,543.28
16/02/2000 11:00,Winter,33,49,140.91,36,0.9,20.6,192,114,310.13,148.47,458.57,11,22,2014.23,1561.43,452.8
16/02/2000 12:00,Winter,36,50,183.96,38,1.6,20.5,149,128,274.18,116.78,426.56,8,28,1794.8,1385.94,408.86
16/02/2000 13:00,Winter,20,50,95.2,22,2,21.2,96,160,218.47,102.85,395.62,6,14,1752.4,864.9,887.5
16/02/2000 14:00,Winter,7,23,28.77,6,2.3,21.7,55,15,164.38,39.26,352.92,6,1,635.38,557.71,77.67
16/02/2000 15:00,Winter,3,25,10.32,2,2.4,21.9,16,8,90.67,4.95,290.44,3,0,75.16,47.11,28.05
16/02/2000 16:00,Winter,3,27,12.48,4,2.3,21.9,12,21,72.31,26.19,282.96,2,1,288.45,161.1,127.35
16/02/2000 17:00,Winter,8,24,24.64,6,2,21.7,29,60,121.49,48.24,315.38,6,2,649.46,303.51,345.95
16/02/2000 18:00,Winter,16,41,68.48,18,1.6,21.3,76,37,193.19,101.4,379.25,10,6,474.44,280.62,193.82
16/02/2000 19:00,Winter,18,40,84.42,12,0.9,21.2,100,65,224.09,90.78,408.06,9,9,1260.03,1002.94,257.09
16/02/2000 20:00,Winter,24,40,113.52,28,0.2,21,149,85,273.44,122.27,443.53,10,14,1340.79,1108.11,232.68
16/02/2000 21:00,Winter,20,31,56.2,18,-0.6,21.1,122,70,250.96,102.85,438.39,11,9,1328.58,990.13,338.45
16/02/2000 22:00,Winter,7,32,31.99,6,-1.3,21.7,31,63,126.15,62.41,367.8,4,3,795.52,466.64,328.88
16/02/2000 23:00,Winter,2,23,7.66,6,-2.1,21.9,12,16,77.45,14.11,328.79,2,0,240.95,123.62,117.33
17/02/2000 10:00,Winter,18,50,75.42,14,0.4,21.2,82,121,201.37,91.27,387.95,3,15,726.88,350.12,376.76
17/02/2000 11:00,Winter,22,52,118.8,24,1.1,21.1,113,106,235.7,121.06,416.99,6,16,1348.49,905.58,442.91
17/02/2000 12:00,Winter,25,50,131.5,24,1.7,20.9,143,173,264.56,119.05,432.17,6,19,2132.91,1474.37,658.54
17/02/2000 13:00,Winter,10,48,51.9,14,2.2,21.6,67,79,184.31,72.55,371.14,3,7,778.61,503.53,275.09
17/02/2000 14:00,Winter,13,25,37.83,20,2.5,21.5,82,53,199.26,77.02,374.52,11,2,779.42,589.02,190.39
17/02/2000 15:00,Winter,3,27,11.55,6,2.6,21.9,16,28,98.51,64.75,297.76,3,0,307.23,192.76,114.46
17/02/2000 16:00,Winter,3,24,12.99,6,2.5,21.9,19,13,94.85,12.27,314.19,1,2,268.26,186.53,81.74
17/02/2000 17:00,Winter,8,25,33.28,8,2.2,21.7,38,29,141.87,60.19,332.55,8,0,483.79,332.62,151.17
17/02/2000 18:00,Winter,10,42,51,10,1.7,21.6,59,73,171.48,53.2,357.39,3,7,1016.18,604.55,411.64
17/02/2000 19:00,Winter,16,41,70.72,20,1.1,21.3,94,115,216.49,105.2,401.15,6,10,1264.39,694.21,570.18
17/02/2000 20:00,Winter,26,39,117.78,14,0.4,20.9,132,66,256.89,118.13,431.84,13,13,1311.36,964.1,347.26
17/02/2000 21:00,Winter,13,29,50.7,16,-0.4,21.4,74,78,194.04,111.03,403,11,2,1237.78,839.51,398.27
17/02/2000 22:00,Winter,9,28,24.75,4,-1.2,21.6,60,76,177.92,64.25,390.81,7,2,839.45,423.69,415.76
17/02/2000 23:00,Winter,0,NA,0,6,-1.9,22,0,0,23.98,23.37,285.52,0,0,0,0,0
18/02/2000 10:00,Winter,14,49,74.06,14,-0.8,21.4,82,104,208.47,73.65,410.89,6,8,1094.11,624.91,469.2
18/02/2000 11:00,Winter,24,49,120,20,0,21,165,89,286.51,151.08,453.24,7,17,1567.5,1279.43,288.07
18/02/2000 12:00,Winter,26,47,126.1,26,0.6,20.9,151,115,275.89,157.2,436.16,8,18,2179.88,1577.93,601.96
18/02/2000 13:00,Winter,14,50,77.56,20,1.1,21.4,75,42,191.59,70.74,389.44,4,10,712.49,538.44,174.05
18/02/2000 14:00,Winter,8,23,32.48,6,1.4,21.7,38,64,136.92,54.83,339.49,6,2,756.72,541.47,215.24
18/02/2000 15:00,Winter,5,25,19.65,4,1.5,21.8,21,16,101.57,22.96,311.59,4,1,388.26,272.44,115.83
18/02/2000 16:00,Winter,2,28,7.62,2,1.4,21.9,13,5,88.1,23.37,293.73,2,0,152.03,135.85,16.17
18/02/2000 17:00,Winter,10,25,45.4,12,1.1,21.6,37,68,131.6,65.49,330.17,9,1,893.73,479.85,413.88
18/02/2000 18:00,Winter,7,39,35.7,8,0.6,21.7,38,56,146.14,34.77,353,2,5,542.32,333.16,209.16
18/02/2000 19:00,Winter,27,40,119.34,32,0,20.8,149,54,272.93,146.54,441.27,11,16,1139.1,1032.18,106.92
18/02/2000 20:00,Winter,22,40,112.42,26,-0.8,21,108,67,230.24,111.67,431.96,13,9,1352.78,1113.13,239.65
18/02/2000 21:00,Winter,22,30,98.56,24,-1.5,21,97,162,217.76,109.13,431.75,16,6,1511.09,720.56,790.53
18/02/2000 22:00,Winter,2,35,10.96,10,-2.3,21.9,16,11,81.61,42.9,334.82,2,0,271.04,188.41,82.63
18/02/2000 23:00,Winter,4,25,15,6,-3,21.8,30,28,123.81,67.29,368.86,3,1,653.23,419.07,234.16
19/02/2000 10:00,Winter,24,49,133.2,28,-1.3,21,142,113,266.38,126.1,457.33,5,19,1780.78,1453.14,327.64
19/02/2000 11:00,Winter,22,50,88.44,22,-0.6,21,88,50,207.52,93.01,414.68,8,14,745.65,548.9,196.75
19/02/2000 12:00,Winter,32,49,158.72,38,0.1,20.6,181,147,299.72,124.49,460.56,11,21,2961.16,2341,620.17
19/02/2000 13:00,Winter,21,50,106.26,20,0.5,21.1,109,128,235.85,92.11,419.31,9,12,1087.4,624.22,463.17
19/02/2000 14:00,Winter,10,25,44.8,14,0.8,21.6,40,69,137.81,40.11,344.67,9,1,949.05,460.57,488.48
19/02/2000 15:00,Winter,2,27,8.14,8,0.9,21.9,12,17,79.82,60.19,262.92,1,1,191.35,113.13,78.22
19/02/2000 16:00,Winter,3,27,12.39,2,0.8,21.9,16,23,80.99,48.24,297.69,2,1,346.08,252.03,94.05
19/02/2000 17:00,Winter,12,26,52.56,16,0.5,21.5,53,38,159.3,51.35,373.73,10,2,948.28,684.8,263.48
19/02/2000 18:00,Winter,21,39,97.86,22,0.1,21.1,50,127,159.75,48.9,366.05,9,12,719.84,207.8,512.05
19/02/2000 19:00,Winter,33,40,161.37,32,-0.6,20.6,243,163,347.74,169.46,501.06,13,20,4012.4,3457,555.39
19/02/2000 20:00,Winter,31,40,140.12,32,-1.3,20.7,154,216,280.34,127.58,463.15,14,17,1874.97,1038.47,836.5
19/02/2000 21:00,Winter,16,30,76.32,26,-2.1,21.3,112,118,239.25,99.8,451.42,10,6,1696.46,1036.57,659.89
19/02/2000 22:00,Winter,10,30,30.7,12,-2.8,21.6,59,33,161.98,53.38,417.57,7,3,746.59,576.65,169.94
19/02/2000 23:00,Winter,2,28,7.82,6,-3.6,21.9,12,8,73.81,26.32,357.55,2,0,231.29,183.53,47.77
20/02/2000 10:00,Winter,13,50,56.29,16,-0.3,21.4,80,24,200.33,106.75,406.01,2,11,630.58,560.02,70.56
20/02/2000 11:00,Winter,14,49,79.52,16,0.4,21.4,81,90,199.62,90.01,396.45,4,10,968.78,748.97,219.81
20/02/2000 12:00,Winter,20,50,116.6,16,1,21.1,111,92,235.96,110.72,413.48,1,19,951.55,785.59,165.95
20/02/2000 13:00,Winter,15,50,81.45,18,1.5,21.4,95,62,216.79,79.66,403.76,7,8,1030.34,857.97,172.37
20/02/2000 14:00,Winter,3,25,14.55,6,1.8,21.9,14,24,57.99,25,307.51,2,1,258.38,88.83,169.55
20/02/2000 15:00,Winter,1,25,3.93,8,1.9,22,7,4,50.64,28.61,285.54,0,1,71.41,57.76,13.65
20/02/2000 16:00,Winter,1,20,3.46,4,1.8,22,7,7,56.02,8.78,262.02,1,0,154.3,98.19,56.11
20/02/2000 17:00,Winter,7,23,23.1,14,1.5,21.7,37,15,147.81,61.98,340.8,5,2,574.7,481.08,93.62
20/02/2000 18:00,Winter,16,39,60.32,18,1,21.3,53,39,167.14,70.03,362.64,10,6,630.15,416.73,213.42
20/02/2000 19:00,Winter,16,39,80.48,18,0.4,21.3,104,93,228.25,80.85,414.14,8,8,1176.37,848.91,327.46
20/02/2000 20:00,Winter,26,39,121.16,26,-0.3,20.9,143,95,265.97,129.4,447.91,14,12,1766.6,1272.68,493.92
20/02/2000 21:00,Winter,13,28,49.66,16,-1.1,21.4,79,41,198.53,85.39,414.47,7,6,1165.07,961.84,203.23
20/02/2000 22:00,Winter,5,28,18.45,8,-1.9,21.8,15,38,85.1,19.03,325.54,4,1,419.42,140.04,279.39
20/02/2000 23:00,Winter,2,24,6.4,6,-2.6,21.9,10,7,67.02,53.2,333.33,2,0,145.7,96.49,49.21
21/02/2000 10:00,Winter,19,50,90.06,22,1,21.2,158,157,281.27,146.6,444.06,5,14,1950.34,1399.47,550.87
21/02/2000 11:00,Winter,29,51,185.31,26,1.7,20.8,214,145,325.4,176.31,458.73,7,22,2441.62,1666.03,775.59
21/02/2000 12:00,Winter,31,50,151.28,28,2.3,20.7,206,219,321.19,152.54,450.97,10,21,2917.79,1796.75,1121.04
21/02/2000 13:00,Winter,15,52,79.35,22,2.8,21.4,76,48,193.01,80.63,369.73,6,9,801.4,601.04,200.36
21/02/2000 14:00,Winter,9,23,28.8,12,3.1,21.6,36,22,134.68,43.81,326.15,8,1,491.2,397.23,93.97
21/02/2000 15:00,Winter,2,26,6.74,2,3.2,22,10,8,82.38,39.26,286.97,1,1,134.62,96.03,38.59
21/02/2000 16:00,Winter,2,23,7.04,6,3.1,21.9,8,15,56.67,36.44,286.02,2,0,217.32,110.12,107.2
21/02/2000 17:00,Winter,8,24,29.44,6,2.8,21.7,48,36,154.89,53.56,342.37,7,1,1025.86,786.66,239.19
21/02/2000 18:00,Winter,20,41,101,26,2.3,21.2,59,143,170.56,91.76,360,9,11,1183.77,504.75,679.02
21/02/2000 19:00,Winter,23,39,85.56,28,1.7,21,129,156,256.64,130.69,413.41,11,12,1444.17,735.61,708.56
21/02/2000 20:00,Winter,28,40,113.96,26,1,20.8,172,225,291.95,164.25,448.15,14,14,1795.82,1200.14,595.69
21/02/2000 21:00,Winter,20,31,88.8,18,0.2,21.1,101,178,222.66,107.53,411.82,8,12,1236.7,633.16,603.54
21/02/2000 22:00,Winter,10,32,49.4,14,-0.6,21.6,58,67,168.03,36.66,389.91,9,1,864.91,522.54,342.37
21/02/2000 23:00,Winter,4,25,17.48,6,-1.3,21.8,18,32,87.24,44.71,344.01,2,2,262.42,121.76,140.66
22/02/2000 10:00,Winter,16,49,78.72,18,2.5,21.3,95,139,215.44,113.11,386.91,4,12,1339.92,806.86,533.07
22/02/2000 11:00,Winter,22,50,99.22,22,3.2,21.1,106,62,226.87,101.59,387.02,3,19,1030.73,890.09,140.65
22/02/2000 12:00,Winter,32,49,181.12,38,3.8,20.7,170,218,292.61,150.1,418.42,14,18,2340.32,1367.2,973.12
22/02/2000 13:00,Winter,19,49,96.33,18,4.3,21.2,155,63,277.23,134.45,405.84,9,10,1718.62,1413.32,305.3
22/02/2000 14:00,Winter,7,24,21.7,14,4.6,21.8,50,51,162.07,64.83,323.49,5,2,488.49,394.62,93.87
22/02/2000 15:00,Winter,4,25,15.36,4,4.7,21.9,22,34,103.3,58.55,283.23,1,3,317.1,163.35,153.75
22/02/2000 16:00,Winter,1,18,3.09,10,4.6,22,5,3,38.69,30.33,224.35,1,0,67.36,55.02,12.34
22/02/2000 17:00,Winter,13,25,44.46,12,4.3,21.5,41,99,133.98,57.5,329.48,7,6,1142.37,472.5,669.87
22/02/2000 18:00,Winter,17,41,73.95,22,3.8,21.3,116,59,242.88,121,386.74,9,8,1111.34,833.51,277.83
22/02/2000 19:00,Winter,20,38,87.4,22,3.2,21.2,106,33,230.64,125.92,382.26,10,10,790.88,629.28,161.6
22/02/2000 20:00,Winter,30,40,123,28,2.5,20.7,134,138,261.45,113.24,411.44,17,13,1878.19,1010,868.18
22/02/2000 21:00,Winter,11,31,51.59,16,1.7,21.5,66,93,177.56,72.08,381.87,7,4,1207.98,751.9,456.08
22/02/2000 22:00,Winter,4,31,18.88,8,0.9,21.8,26,31,117.46,56.53,327.13,4,0,504.34,278.54,225.8
22/02/2000 23:00,Winter,1,26,2.9,2,0.2,22,6,8,66.9,36.44,309.98,0,1,111.11,65.79,45.32
23/02/2000 10:00,Winter,12,50,60.12,16,3.7,21.5,58,96,170.18,88.03,339.28,4,8,532.34,347.01,185.32
23/02/2000 11:00,Winter,27,48,125.55,24,4.4,20.9,128,210,252.59,112.61,389.08,12,15,1369.3,654.73,714.57
23/02/2000 12:00,Winter,16,49,72.16,18,5,21.4,91,106,212.12,111.35,358.7,9,7,1556.27,908.06,648.21
23/02/2000 13:00,Winter,6,49,32.34,4,5.5,21.8,37,51,135.83,63.75,313.48,2,4,623.5,342.07,281.43
23/02/2000 14:00,Winter,7,25,26.67,8,5.8,21.8,43,47,148.11,82.33,299.5,4,3,429.7,174.78,254.92
23/02/2000 15:00,Winter,2,24,6.66,10,5.9,22,12,3,69.59,4.64,254.98,2,0,179.49,167.87,11.61
23/02/2000 16:00,Winter,8,25,26.8,10,5.8,21.7,40,24,142.62,26.19,313.93,6,2,669.13,562.31,106.81
23/02/2000 17:00,Winter,10,25,36.2,20,5.5,21.6,74,73,188.99,71.77,339.26,8,2,1168.42,762.87,405.56
23/02/2000 18:00,Winter,20,38,85.8,30,5,21.2,120,172,248.08,115.11,374.99,8,12,1231.31,665.02,566.29
23/02/2000 19:00,Winter,16,40,65.28,20,4.4,21.4,91,131,217.66,117.21,367.64,7,9,1310.32,734.23,576.1
23/02/2000 20:00,Winter,23,39,105.11,30,3.7,21,109,105,232.75,108.49,381.36,18,5,2131.04,1290.9,840.14
23/02/2000 21:00,Winter,14,29,48.86,20,2.9,21.4,95,97,217.49,94.73,387.07,12,2,1287.36,821.34,466.02
23/02/2000 22:00,Winter,5,26,19,2,2.1,21.8,32,34,116.81,78.24,332.48,3,2,406.66,245.99,160.67
23/02/2000 23:00,Winter,0,NA,0,10,1.4,22,0,0,46.12,28.23,285.12,0,0,0,0,0
24/02/2000 10:00,Winter,16,49,83.2,18,-1.2,21.3,119,69,249.21,110.46,443.35,6,10,978.79,804.16,174.63
24/02/2000 11:00,Winter,20,48,105.8,22,-0.5,21.1,125,148,249.24,124.91,436.96,11,9,2036.92,1342.54,694.38
24/02/2000 12:00,Winter,20,50,97.6,22,0.1,21.1,108,166,235.21,119.54,424.68,7,13,1467.01,858.66,608.35
24/02/2000 13:00,Winter,14,50,61.32,16,0.6,21.4,95,31,220.64,93.42,406.86,3,11,1188.34,1052.45,135.9
24/02/2000 14:00,Winter,6,24,18.72,12,0.9,21.8,32,25,130.72,46.98,337.72,5,1,432.55,272.82,159.73
24/02/2000 15:00,Winter,2,23,8.24,8,1,21.9,12,6,90.96,29.47,275.75,0,2,107.91,76.77,31.14
24/02/2000 16:00,Winter,3,23,9.96,6,0.9,21.9,19,8,105.12,11.3,305.85,2,1,310.37,261.91,48.46
24/02/2000 17:00,Winter,5,25,17.6,8,0.6,21.8,26,41,108.66,48.9,336.17,3,2,577.15,455.06,122.09
24/02/2000 18:00,Winter,21,39,117.81,26,0.1,21.1,153,39,277.65,127.28,453.08,8,13,1409.03,1253.25,155.78
